sequence_number,period_display_value,period_number,home_score,coordinate_x,coordinate_y,scoring_play,clock_display_value,team_id,type_id,type_text,away_score,text,score_value,participants_0_athlete_id,participants_1_athlete_id,game_id,away_team_id,away_team_name,away_team_mascot,away_team_abbrev,away_team_name_alt,home_team_id,home_team_name,home_team_mascot,home_team_abbrev,home_team_name_alt,clock_minutes,clock_seconds,half,lag_half,lead_half,game_play_number,team_name,team_abbrev,shot_taken
415,4th Quarter,4,64,47,12,TRUE,7:32,18,92,Jump Shot,60,Natisha Hiedeman makes 25-foot three point jumper (DeWanna Bonner assists),3,3906753,869,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,7,32,2,2,2,291,Connecticut,CONN,1
419,4th Quarter,4,64,25,0,TRUE,7:07,11,92,Jump Shot,62,Brittney Griner makes jumper (Diana Taurasi assists),2,2490553,585,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,7,07,2,2,2,294,Phoenix,PHX,1
426,4th Quarter,4,64,41,20,FALSE,6:43,18,92,Jump Shot,62,Jonquel Jones misses 25-foot three point jumper,0,2999101,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,6,43,2,2,2,296,Connecticut,CONN,1
428,4th Quarter,4,64,11,19,TRUE,6:23,11,92,Jump Shot,65,Diana Taurasi makes 24-foot three point jumper (Brianna Turner assists),3,585,3142086,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,6,23,2,2,2,298,Phoenix,PHX,1
430,4th Quarter,4,66,22,2,TRUE,6:03,18,141,Cutting Layup Shot,65,Brionna Jones makes 3-foot layup (Briann January assists),2,3058895,860,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,6,03,2,2,2,299,Connecticut,CONN,1
432,4th Quarter,4,66,6,13,TRUE,5:54,11,92,Jump Shot,68,Diana Taurasi makes 23-foot three point jumper,3,585,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,5,54,2,2,2,300,Phoenix,PHX,1
441,4th Quarter,4,66,26,2,FALSE,5:16,18,109,Running Layup Shot,68,Natisha Hiedeman misses two point shot,0,3906753,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,5,16,2,2,2,306,Connecticut,CONN,1
451,4th Quarter,4,66,27,2,FALSE,4:45,18,110,Driving Layup Shot,68,Brionna Jones misses driving layup,0,3058895,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,4,45,2,2,2,312,Connecticut,CONN,1
453,4th Quarter,4,66,24,1,TRUE,4:35,11,95,Layup Shot,70,Skylar Diggins-Smith makes layup,2,2491205,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,4,35,2,2,2,314,Phoenix,PHX,1
457,4th Quarter,4,68,26,2,TRUE,4:21,18,110,Driving Layup Shot,71,Jonquel Jones makes driving layup (DeWanna Bonner assists),2,2999101,869,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,4,21,2,2,2,317,Connecticut,CONN,1
459,4th Quarter,4,68,14,14,FALSE,4:05,11,131,Pullup Jump Shot,71,Diana Taurasi misses 18-foot pullup jump shot,0,585,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,4,05,2,2,2,318,Phoenix,PHX,1
466,4th Quarter,4,69,6,13,FALSE,3:39,11,92,Jump Shot,71,Diana Taurasi misses 23-foot three point jumper,0,585,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,3,39,2,2,2,324,Phoenix,PHX,1
468,4th Quarter,4,71,24,1,TRUE,3:22,18,141,Cutting Layup Shot,71,Brionna Jones makes 2-foot layup (DeWanna Bonner assists),2,3058895,869,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,3,22,2,2,2,326,Connecticut,CONN,1
470,4th Quarter,4,71,13,3,FALSE,3:07,11,121,Fade Away Jump Shot,71,Brittney Griner misses 12-foot two point shot,0,2490553,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,3,07,2,2,2,327,Phoenix,PHX,1
472,4th Quarter,4,71,25,9,TRUE,3:00,11,92,Jump Shot,73,Kia Nurse makes jumper (Diana Taurasi assists),2,3142327,585,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,3,00,2,2,2,329,Phoenix,PHX,1
481,4th Quarter,4,73,23,1,FALSE,2:37,18,109,Running Layup Shot,73,Skylar Diggins-Smith blocks Natisha Hiedeman 's 3-foot two point shot,0,3906753,2491205,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,2,37,2,2,2,335,Connecticut,CONN,1
485,4th Quarter,4,76,48,4,TRUE,2:27,18,92,Jump Shot,73,DeWanna Bonner makes 23-foot three point jumper (Briann January assists),3,869,860,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,2,27,2,2,2,337,Connecticut,CONN,1
487,4th Quarter,4,76,2,5,FALSE,2:13,11,92,Jump Shot,73,Diana Taurasi misses 23-foot three point jumper,0,585,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,2,13,2,2,2,338,Phoenix,PHX,1
505,4th Quarter,4,80,29,4,TRUE,1:38,11,109,Running Layup Shot,75,Skylar Diggins-Smith makes two point shot,2,2491205,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,1,38,2,2,2,352,Phoenix,PHX,1
506,4th Quarter,4,80,27,9,FALSE,1:17,18,137,Turnaround Fade Away Jump Shot,75,Jonquel Jones misses 9-foot two point shot,0,2999101,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,1,17,2,2,2,353,Connecticut,CONN,1
513,4th Quarter,4,82,13,17,TRUE,52.4,18,131,Pullup Jump Shot,77,Briann January makes 21-foot pullup jump shot,2,860,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,0,52.4,2,2,2,359,Connecticut,CONN,1
514,4th Quarter,4,82,3,7,FALSE,45.4,11,92,Jump Shot,77,Kia Nurse misses 23-foot three point jumper,0,3142327,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,0,45.4,2,2,2,360,Phoenix,PHX,1
516,4th Quarter,4,82,24,1,FALSE,22.0,18,110,Driving Layup Shot,77,DeWanna Bonner misses driving layup,0,869,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,0,22.0,2,2,2,362,Connecticut,CONN,1
518,4th Quarter,4,84,25,0,TRUE,20.1,18,94,Tip Shot,77,Brionna Jones makes tip shot,2,3058895,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,0,20.1,2,2,2,364,Connecticut,CONN,1
520,4th Quarter,4,84,31,20,FALSE,11.9,11,132,Step Back Jump Shot,77,Kia Nurse misses 21-foot step back jumpshot,0,3142327,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,0,11.9,2,2,2,366,Phoenix,PHX,1
540,4th Quarter,4,86,25,26,FALSE,1.5,11,146,Running Pullup Jump Shot,78,Skylar Diggins-Smith misses running pullup jump shot,0,2491205,NA,401320572,11,Phoenix,Mercury,PHX,Phoenix,18,Connecticut,Sun,CONN,Connecticut,0,1.5,2,2,2,380,Phoenix,PHX,1
7,1st Quarter,1,0,26,4,TRUE,9:45,8,120,Turnaround Hook Shot,2,Sylvia Fowles makes 4-foot two point shot (Aerial Powers assists),2,766,2999035,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,45,1,1,1,2,Minnesota,MIN,1
8,1st Quarter,1,0,43,19,FALSE,9:28,9,92,Jump Shot,2,Michaela Onyenwere misses 26-foot three point jumper,0,4282173,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,28,1,1,1,3,New York,NY,1
10,1st Quarter,1,0,26,3,FALSE,9:17,8,110,Driving Layup Shot,2,Aerial Powers misses driving layup,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,17,1,1,1,5,Minnesota,MIN,1
12,1st Quarter,1,0,25,3,FALSE,9:13,8,125,Layup Shot Putback,2,Aerial Powers misses two point shot,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,13,1,1,1,7,Minnesota,MIN,1
17,1st Quarter,1,0,10,12,TRUE,8:40,8,131,Pullup Jump Shot,4,Kayla McBride makes 19-foot pullup jump shot (Aerial Powers assists),2,2529205,2999035,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,40,1,1,1,10,Minnesota,MIN,1
26,1st Quarter,1,2,20,6,FALSE,8:12,9,110,Driving Layup Shot,4,Michaela Onyenwere misses driving layup,0,4282173,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,12,1,1,1,16,New York,NY,1
28,1st Quarter,1,2,21,24,FALSE,8:03,8,131,Pullup Jump Shot,4,Aerial Powers misses 24-foot three point pullup jump shot,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,03,1,1,1,18,Minnesota,MIN,1
30,1st Quarter,1,5,37,23,TRUE,7:49,9,92,Jump Shot,4,Betnijah Laney makes 25-foot three point jumper (Sabrina Ionescu assists),3,2593770,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,49,1,1,1,20,New York,NY,1
35,1st Quarter,1,5,40,19,FALSE,7:29,8,92,Jump Shot,4,Aerial Powers misses 24-foot three point jumper,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,29,1,1,1,22,Minnesota,MIN,1
37,1st Quarter,1,8,15,23,TRUE,7:18,9,92,Jump Shot,4,Kylee Shook makes 25-foot three point jumper (Sabrina Ionescu assists),3,4065849,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,18,1,1,1,24,New York,NY,1
41,1st Quarter,1,10,26,3,TRUE,6:56,9,141,Cutting Layup Shot,4,Kylee Shook makes 3-foot layup (Betnijah Laney assists),2,4065849,2593770,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,56,1,1,1,26,New York,NY,1
45,1st Quarter,1,10,24,4,FALSE,6:32,9,109,Running Layup Shot,4,Aerial Powers blocks Sabrina Ionescu 's 4-foot two point shot,0,4066533,2999035,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,32,1,1,1,28,New York,NY,1
53,1st Quarter,1,13,11,29,TRUE,6:13,9,131,Pullup Jump Shot,4,Sabrina Ionescu makes 32-foot three pointer (Kylee Shook assists),3,4066533,4065849,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,13,1,1,1,32,New York,NY,1
55,1st Quarter,1,13,13,23,FALSE,5:58,8,132,Step Back Jump Shot,4,Crystal Dangerfield misses 26-foot step back jumpshot,0,4066585,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,58,1,1,1,33,Minnesota,MIN,1
57,1st Quarter,1,15,27,17,TRUE,5:48,9,131,Pullup Jump Shot,4,Betnijah Laney makes 17-foot pullup jump shot,2,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,48,1,1,1,35,New York,NY,1
60,1st Quarter,1,15,31,8,FALSE,5:29,8,134,Driving Jump Shot Bank,4,Crystal Dangerfield misses 10-foot two point shot,0,4066585,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,29,1,1,1,37,Minnesota,MIN,1
65,1st Quarter,1,15,32,9,TRUE,4:59,8,121,Fade Away Jump Shot,6,Damiris Dantas makes 12-foot two point shot (Crystal Dangerfield assists),2,2955898,4066585,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,59,1,1,1,41,Minnesota,MIN,1
67,1st Quarter,1,17,23,4,TRUE,4:47,9,141,Cutting Layup Shot,6,Betnijah Laney makes 4-foot layup (Sabrina Ionescu assists),2,2593770,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,47,1,1,1,42,New York,NY,1
76,1st Quarter,1,17,36,22,FALSE,4:28,8,92,Jump Shot,6,Damiris Dantas misses 25-foot three point jumper,0,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,28,1,1,1,46,Minnesota,MIN,1
80,1st Quarter,1,17,13,21,FALSE,4:06,8,113,Running Jump Shot,6,Kayla McBride misses 25-foot three point shot,0,2529205,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,06,1,1,1,49,Minnesota,MIN,1
85,1st Quarter,1,17,28,25,TRUE,3:43,8,92,Jump Shot,9,Damiris Dantas makes 25-foot three point jumper (Kayla McBride assists),3,2955898,2529205,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,43,1,1,1,53,Minnesota,MIN,1
89,1st Quarter,1,17,39,11,FALSE,3:19,9,131,Pullup Jump Shot,9,Betnijah Laney misses 18-foot pullup jump shot,0,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,19,1,1,1,54,New York,NY,1
91,1st Quarter,1,17,13,5,TRUE,3:03,8,137,Turnaround Fade Away Jump Shot,11,Damiris Dantas makes 13-foot two point shot,2,2955898,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,03,1,1,1,56,Minnesota,MIN,1
100,1st Quarter,1,17,42,18,FALSE,2:20,9,92,Jump Shot,11,Sabrina Ionescu misses 25-foot three point jumper,0,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,20,1,1,1,62,New York,NY,1
102,1st Quarter,1,17,23,2,TRUE,2:06,8,112,Reverse Layup Shot,13,Sylvia Fowles makes 3-foot two point shot (Crystal Dangerfield assists),2,766,4066585,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,06,1,1,1,64,Minnesota,MIN,1
104,1st Quarter,1,17,13,22,FALSE,1:54,9,92,Jump Shot,13,Sabrina Ionescu misses 26-foot three point jumper,0,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,54,1,1,1,65,New York,NY,1
106,1st Quarter,1,17,9,20,FALSE,1:40,8,92,Jump Shot,13,Rachel Banham misses 25-foot three point jumper,0,2566186,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,40,1,1,1,67,Minnesota,MIN,1
108,1st Quarter,1,17,24,3,TRUE,1:37,8,125,Layup Shot Putback,15,Jessica Shepard makes two point shot,2,3906949,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,37,1,1,1,69,Minnesota,MIN,1
114,1st Quarter,1,17,37,13,FALSE,1:22,9,92,Jump Shot,16,Jazmine Jones misses 18-foot jumper,0,4065850,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,22,1,1,1,73,New York,NY,1
116,1st Quarter,1,17,25,3,TRUE,1:14,8,119,Driving Hook Shot,18,Rachel Banham makes two point shot,2,2566186,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,14,1,1,1,75,Minnesota,MIN,1
117,1st Quarter,1,19,23,18,TRUE,57.8,9,131,Pullup Jump Shot,18,Betnijah Laney makes 18-foot pullup jump shot (Jazmine Jones assists),2,2593770,4065850,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,57.8,1,1,1,76,New York,NY,1
119,1st Quarter,1,19,26,2,TRUE,44.2,8,112,Reverse Layup Shot,20,Sylvia Fowles makes 2-foot two point shot (Crystal Dangerfield assists),2,766,4066585,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,44.2,1,1,1,77,Minnesota,MIN,1
121,1st Quarter,1,19,41,19,FALSE,34.3,9,92,Jump Shot,20,Michaela Onyenwere misses 25-foot three point jumper,0,4282173,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,34.3,1,1,1,78,New York,NY,1
141,1st Quarter,1,23,26,3,TRUE,2.8,9,141,Cutting Layup Shot,21,DiDi Richards makes 3-foot layup (Sabrina Ionescu assists),2,4281253,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,2.8,1,1,1,92,New York,NY,1
143,1st Quarter,1,23,14,37,FALSE,1.1,8,92,Jump Shot,21,Rachel Banham misses 39-foot three point jumper,0,2566186,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,1.1,1,1,1,93,Minnesota,MIN,1
156,2nd Quarter,2,23,24,2,FALSE,9:38,8,109,Running Layup Shot,21,Jazmine Jones blocks Rachel Banham 's 2-foot two point shot,0,2566186,4065850,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,38,1,1,1,100,Minnesota,MIN,1
161,2nd Quarter,2,23,24,3,FALSE,9:17,8,109,Running Layup Shot,21,Crystal Dangerfield misses two point shot,0,4066585,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,9,17,1,1,1,103,Minnesota,MIN,1
165,2nd Quarter,2,23,23,7,FALSE,8:59,9,131,Pullup Jump Shot,21,Kylee Shook misses 7-foot pullup jump shot,0,4065849,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,59,1,1,1,106,New York,NY,1
167,2nd Quarter,2,26,11,22,TRUE,8:53,9,92,Jump Shot,21,Sami Whitcomb makes 25-foot three point jumper (Rebecca Allen assists),3,887,3102133,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,53,1,1,1,108,New York,NY,1
169,2nd Quarter,2,26,28,4,FALSE,8:34,8,120,Turnaround Hook Shot,21,Sylvia Fowles misses 5-foot two point shot,0,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,34,1,1,1,109,Minnesota,MIN,1
177,2nd Quarter,2,26,47,2,FALSE,8:13,8,92,Jump Shot,21,Kayla McBride misses 22-foot three point jumper,0,2529205,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,8,13,1,1,1,114,Minnesota,MIN,1
181,2nd Quarter,2,26,23,2,FALSE,7:52,8,109,Running Layup Shot,21,Rachel Banham misses two point shot,0,2566186,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,52,1,1,1,117,Minnesota,MIN,1
183,2nd Quarter,2,26,27,7,FALSE,7:33,9,110,Driving Layup Shot,21,Rachel Banham blocks Jazmine Jones 's 7-foot driving layup,0,4065850,2566186,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,33,1,1,1,119,New York,NY,1
186,2nd Quarter,2,26,24,3,TRUE,7:28,8,110,Driving Layup Shot,23,Aerial Powers makes driving layup,2,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,28,1,1,1,121,Minnesota,MIN,1
202,2nd Quarter,2,28,30,11,FALSE,7:09,8,131,Pullup Jump Shot,24,Aerial Powers misses 12-foot pullup jump shot,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,09,1,1,1,131,Minnesota,MIN,1
204,2nd Quarter,2,28,22,1,TRUE,7:03,8,125,Layup Shot Putback,26,Sylvia Fowles makes two point shot,2,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,7,03,1,1,1,133,Minnesota,MIN,1
208,2nd Quarter,2,28,22,18,FALSE,6:35,9,132,Step Back Jump Shot,26,Michaela Onyenwere misses 19-foot step back jumpshot,0,4282173,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,35,1,1,1,136,New York,NY,1
210,2nd Quarter,2,28,26,3,FALSE,6:26,8,114,Turnaround Jump Shot,26,Aerial Powers misses 4-foot two point shot,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,26,1,1,1,138,Minnesota,MIN,1
213,2nd Quarter,2,31,2,4,TRUE,6:02,9,92,Jump Shot,26,Sabrina Ionescu makes 24-foot three point jumper (Kylee Shook assists),3,4066533,4065849,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,6,02,1,1,1,140,New York,NY,1
223,2nd Quarter,2,33,15,9,TRUE,5:29,9,137,Turnaround Fade Away Jump Shot,29,Betnijah Laney makes 13-foot two point shot,2,2593770,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,29,1,1,1,147,New York,NY,1
224,2nd Quarter,2,33,15,9,FALSE,5:14,8,131,Pullup Jump Shot,29,Bridget Carleton misses 14-foot pullup jump shot,0,3906972,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,14,1,1,1,148,Minnesota,MIN,1
226,2nd Quarter,2,33,24,3,TRUE,5:08,8,112,Reverse Layup Shot,31,Sylvia Fowles makes 3-foot two point shot,2,766,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,5,08,1,1,1,150,Minnesota,MIN,1
234,2nd Quarter,2,33,33,23,FALSE,4:32,8,92,Jump Shot,31,Kayla McBride misses 24-foot three point jumper,0,2529205,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,32,1,1,1,155,Minnesota,MIN,1
236,2nd Quarter,2,33,36,22,FALSE,4:24,9,113,Running Jump Shot,31,Sami Whitcomb misses 25-foot three point shot,0,887,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,24,1,1,1,157,New York,NY,1
238,2nd Quarter,2,33,27,3,TRUE,4:10,8,110,Driving Layup Shot,33,Bridget Carleton makes driving layup,2,3906972,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,4,10,1,1,1,159,Minnesota,MIN,1
239,2nd Quarter,2,33,3,3,FALSE,3:50,9,92,Jump Shot,33,Michaela Onyenwere misses 22-foot three point jumper,0,4282173,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,50,1,1,1,160,New York,NY,1
241,2nd Quarter,2,33,4,10,FALSE,3:43,8,146,Running Pullup Jump Shot,33,Bridget Carleton misses running pullup jump shot,0,3906972,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,43,1,1,1,162,Minnesota,MIN,1
243,2nd Quarter,2,33,29,25,FALSE,3:34,9,146,Running Pullup Jump Shot,33,Sabrina Ionescu misses running pullup jump shot,0,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,34,1,1,1,164,New York,NY,1
255,2nd Quarter,2,35,22,4,FALSE,3:14,8,110,Driving Layup Shot,33,Crystal Dangerfield misses driving layup,0,4066585,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,14,1,1,1,172,Minnesota,MIN,1
260,2nd Quarter,2,35,10,9,TRUE,3:05,8,114,Turnaround Jump Shot,35,Sylvia Fowles makes 17-foot two point shot (Aerial Powers assists),2,766,2999035,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,3,05,1,1,1,175,Minnesota,MIN,1
262,2nd Quarter,2,37,26,3,TRUE,2:56,9,141,Cutting Layup Shot,35,Sami Whitcomb makes 3-foot layup (Sabrina Ionescu assists),2,887,4066533,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,56,1,1,1,176,New York,NY,1
264,2nd Quarter,2,37,15,14,TRUE,2:47,8,131,Pullup Jump Shot,37,Kayla McBride makes 17-foot pullup jump shot (Crystal Dangerfield assists),2,2529205,4066585,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,47,1,1,1,177,Minnesota,MIN,1
266,2nd Quarter,2,37,8,21,FALSE,2:37,9,92,Jump Shot,37,Sami Whitcomb misses 27-foot three point jumper,0,887,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,37,1,1,1,178,New York,NY,1
276,2nd Quarter,2,39,26,4,TRUE,2:09,9,110,Driving Layup Shot,38,Michaela Onyenwere makes driving layup (Betnijah Laney assists),2,4282173,2593770,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,2,09,1,1,1,187,New York,NY,1
278,2nd Quarter,2,39,9,18,TRUE,1:47,8,92,Jump Shot,41,Kayla McBride makes 24-foot three point jumper (Jessica Shepard assists),3,2529205,3906949,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,47,1,1,1,188,Minnesota,MIN,1
280,2nd Quarter,2,39,24,3,FALSE,1:34,9,141,Cutting Layup Shot,41,Aerial Powers blocks Sabrina Ionescu 's 4-foot layup,0,4066533,2999035,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,34,1,1,1,189,New York,NY,1
287,2nd Quarter,2,41,18,10,TRUE,1:23,9,131,Pullup Jump Shot,41,Sabrina Ionescu makes 12-foot pullup jump shot,2,4066533,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,23,1,1,1,192,New York,NY,1
288,2nd Quarter,2,41,27,7,TRUE,1:13,8,114,Turnaround Jump Shot,43,Sylvia Fowles makes 7-foot two point shot (Damiris Dantas assists),2,766,2955898,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,1,13,1,1,1,193,Minnesota,MIN,1
296,2nd Quarter,2,41,35,14,FALSE,57.1,8,146,Running Pullup Jump Shot,43,Aerial Powers misses running pullup jump shot,0,2999035,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,57.1,1,1,1,198,Minnesota,MIN,1
298,2nd Quarter,2,41,26,3,FALSE,44.8,9,95,Layup Shot,43,Kiah Stokes misses layup,0,2590093,NA,401320573,8,Minnesota,Lynx,MIN,Minnesota,9,New York,Liberty,NY,New York,0,44.8,1,1,1,200,New York,NY,1
