sequence_number,period_display_value,period_number,home_score,coordinate_x,coordinate_y,scoring_play,clock_display_value,team_id,type_id,type_text,away_score,text,score_value,participants_0_athlete_id,participants_1_athlete_id,game_id,away_team_id,away_team_name,away_team_mascot,away_team_abbrev,away_team_name_alt,home_team_id,home_team_name,home_team_mascot,home_team_abbrev,home_team_name_alt,clock_minutes,clock_seconds,half,lag_half,lead_half,game_play_number,team_name,team_abbrev,shot_taken
389,4th Quarter,4,58,26,20,FALSE,7:15,5,92,Jump Shot,69,Jantel Lavender misses 20-foot jumper,0,1013,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,7,15,2,2,2,266,Indiana,IND,1
407,4th Quarter,4,58,27,2,FALSE,7:01,16,114,Turnaround Jump Shot,70,Jessica Breland blocks Myisha Hines-Allen 's 3-foot two point shot,0,3142055,1002,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,7,01,2,2,2,277,Washington,WSH,1
410,4th Quarter,4,60,27,3,TRUE,6:43,5,110,Driving Layup Shot,70,Tiffany Mitchell makes driving layup (Danielle Robinson assists),2,2984741,1014,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,6,43,2,2,2,279,Indiana,IND,1
412,4th Quarter,4,60,6,20,TRUE,6:29,16,92,Jump Shot,73,Myisha Hines-Allen makes 27-foot three point jumper (Ariel Atkins assists),3,3142055,3146151,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,6,29,2,2,2,280,Washington,WSH,1
414,4th Quarter,4,62,26,0,TRUE,6:16,5,110,Driving Layup Shot,73,Tiffany Mitchell makes driving layup (Lauren Cox assists),2,2984741,4066563,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,6,16,2,2,2,281,Indiana,IND,1
427,4th Quarter,4,65,46,15,TRUE,5:46,5,92,Jump Shot,73,Kelsey Mitchell makes 26-foot three point jumper (Danielle Robinson assists),3,3142191,1014,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,5,46,2,2,2,288,Indiana,IND,1
429,4th Quarter,4,65,27,0,TRUE,5:29,16,112,Reverse Layup Shot,75,Tina Charles makes two point shot (Myisha Hines-Allen assists),2,918,3142055,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,5,29,2,2,2,289,Washington,WSH,1
434,4th Quarter,4,67,25,2,TRUE,4:51,5,110,Driving Layup Shot,75,Tiffany Mitchell makes driving layup,2,2984741,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,4,51,2,2,2,292,Indiana,IND,1
435,4th Quarter,4,67,28,4,TRUE,4:32,16,119,Driving Hook Shot,77,Tina Charles makes 5-foot two point shot (Natasha Cloud assists),2,918,2529137,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,4,32,2,2,2,293,Washington,WSH,1
437,4th Quarter,4,67,18,15,FALSE,4:16,5,131,Pullup Jump Shot,77,Kelsey Mitchell misses 17-foot pullup jump shot,0,3142191,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,4,16,2,2,2,294,Indiana,IND,1
439,4th Quarter,4,67,25,0,TRUE,4:03,16,110,Driving Layup Shot,79,Myisha Hines-Allen makes driving layup,2,3142055,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,4,03,2,2,2,296,Washington,WSH,1
441,4th Quarter,4,67,42,4,FALSE,3:42,5,92,Jump Shot,79,Lauren Cox misses 17-foot jumper,0,4066563,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,3,42,2,2,2,298,Indiana,IND,1
443,4th Quarter,4,67,48,8,FALSE,3:30,16,132,Step Back Jump Shot,79,Ariel Atkins misses 24-foot step back jumpshot,0,3146151,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,3,30,2,2,2,300,Washington,WSH,1
445,4th Quarter,4,67,24,1,FALSE,3:16,5,128,Driving Finger Roll Layup,79,Kelsey Mitchell misses two point shot,0,3142191,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,3,16,2,2,2,302,Indiana,IND,1
447,4th Quarter,4,67,48,3,TRUE,3:09,16,92,Jump Shot,82,Ariel Atkins makes 23-foot three point jumper (Natasha Cloud assists),3,3146151,2529137,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,3,09,2,2,2,304,Washington,WSH,1
452,4th Quarter,4,67,27,8,FALSE,2:38,16,114,Turnaround Jump Shot,82,Tina Charles misses 8-foot two point shot,0,918,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,2,38,2,2,2,307,Washington,WSH,1
454,4th Quarter,4,67,40,-1,FALSE,2:16,5,114,Turnaround Jump Shot,82,Jessica Breland misses 15-foot two point shot,0,1002,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,2,16,2,2,2,309,Indiana,IND,1
456,4th Quarter,4,67,3,15,TRUE,1:59,16,92,Jump Shot,85,Natasha Cloud makes 27-foot three point jumper (Myisha Hines-Allen assists),3,2529137,3142055,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,1,59,2,2,2,311,Washington,WSH,1
472,4th Quarter,4,67,45,26,FALSE,1:35,5,92,Jump Shot,85,Victoria Vivians misses 33-foot three point jumper,0,3142948,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,1,35,2,2,2,319,Indiana,IND,1
474,4th Quarter,4,67,19,26,FALSE,1:18,16,92,Jump Shot,85,Tina Charles misses 27-foot three point jumper,0,918,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,1,18,2,2,2,321,Washington,WSH,1
476,4th Quarter,4,69,23,15,TRUE,1:01,5,131,Pullup Jump Shot,85,Victoria Vivians makes 15-foot pullup jump shot,2,3142948,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,1,01,2,2,2,323,Indiana,IND,1
477,4th Quarter,4,69,25,15,FALSE,48.1,16,131,Pullup Jump Shot,85,Ariel Atkins misses pullup jump shot,0,3146151,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,0,48.1,2,2,2,324,Washington,WSH,1
479,4th Quarter,4,69,32,26,FALSE,30.8,5,92,Jump Shot,85,Jantel Lavender misses 27-foot three point jumper,0,1013,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,0,30.8,2,2,2,326,Indiana,IND,1
481,4th Quarter,4,69,33,18,FALSE,4.8,16,132,Step Back Jump Shot,85,Natasha Cloud misses 19-foot step back jumpshot,0,2529137,NA,401320587,16,Washington,Mystics,WSH,Washington,5,Indiana,Fever,IND,Indiana,0,4.8,2,2,2,328,Washington,WSH,1
9,1st Quarter,1,0,22,1,TRUE,9:29,3,95,Layup Shot,2,Isabelle Harrison makes layup (Marina Mabrey assists),2,2566453,3904576,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,9,29,1,1,1,3,Dallas,DAL,1
10,1st Quarter,1,2,24,2,TRUE,9:20,9,110,Driving Layup Shot,2,Betnijah Laney makes driving layup,2,2593770,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,9,20,1,1,1,4,New York,NY,1
11,1st Quarter,1,2,25,20,FALSE,9:04,3,92,Jump Shot,2,Kayla Thornton misses jumper,0,2529622,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,9,04,1,1,1,5,Dallas,DAL,1
13,1st Quarter,1,4,28,1,TRUE,8:55,9,141,Cutting Layup Shot,2,Natasha Howard makes 3-foot layup (Sabrina Ionescu assists),2,2529130,4066533,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,8,55,1,1,1,7,New York,NY,1
15,1st Quarter,1,4,37,23,FALSE,8:42,3,131,Pullup Jump Shot,2,Tyasha Harris misses 26-foot three point pullup jump shot,0,4065760,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,8,42,1,1,1,8,Dallas,DAL,1
23,1st Quarter,1,4,24,0,TRUE,8:11,3,109,Running Layup Shot,4,Tyasha Harris makes two point shot,2,4065760,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,8,11,1,1,1,12,Dallas,DAL,1
26,1st Quarter,1,4,22,2,FALSE,8:00,3,109,Running Layup Shot,4,Sabrina Ionescu blocks Isabelle Harrison 's 3-foot two point shot,0,2566453,4066533,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,8,00,1,1,1,14,Dallas,DAL,1
28,1st Quarter,1,4,17,17,FALSE,7:50,9,132,Step Back Jump Shot,4,Betnijah Laney misses 19-foot step back jumpshot,0,2593770,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,7,50,1,1,1,16,New York,NY,1
31,1st Quarter,1,7,2,-1,TRUE,7:31,9,92,Jump Shot,4,Michaela Onyenwere makes 23-foot three point jumper (Betnijah Laney assists),3,4282173,2593770,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,7,31,1,1,1,19,New York,NY,1
33,1st Quarter,1,7,22,27,FALSE,7:17,3,131,Pullup Jump Shot,4,Arike Ogunbowale misses 27-foot three point pullup jump shot,0,3904577,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,7,17,1,1,1,20,Dallas,DAL,1
35,1st Quarter,1,7,7,19,TRUE,7:10,3,92,Jump Shot,7,Marina Mabrey makes 26-foot three point jumper (Tyasha Harris assists),3,3904576,4065760,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,7,10,1,1,1,22,Dallas,DAL,1
37,1st Quarter,1,7,32,-1,FALSE,6:51,9,120,Turnaround Hook Shot,7,Natasha Howard misses 7-foot two point shot,0,2529130,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,6,51,1,1,1,23,New York,NY,1
39,1st Quarter,1,7,13,28,FALSE,6:43,3,146,Running Pullup Jump Shot,7,Marina Mabrey misses running pullup jump shot,0,3904576,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,6,43,1,1,1,25,Dallas,DAL,1
41,1st Quarter,1,7,16,6,TRUE,6:29,3,130,Floating Jump Shot,9,Arike Ogunbowale makes 10-foot two point shot,2,3904577,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,6,29,1,1,1,27,Dallas,DAL,1
45,1st Quarter,1,7,19,24,FALSE,6:11,9,92,Jump Shot,9,Betnijah Laney misses 25-foot three point jumper,0,2593770,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,6,11,1,1,1,29,New York,NY,1
47,1st Quarter,1,7,41,11,FALSE,5:58,3,92,Jump Shot,9,Arike Ogunbowale misses 19-foot jumper,0,3904577,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,5,58,1,1,1,31,Dallas,DAL,1
52,1st Quarter,1,10,40,21,TRUE,5:39,9,92,Jump Shot,9,Sami Whitcomb makes 25-foot three point jumper (Betnijah Laney assists),3,887,2593770,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,5,39,1,1,1,35,New York,NY,1
54,1st Quarter,1,10,22,18,TRUE,5:25,3,131,Pullup Jump Shot,11,Marina Mabrey makes 18-foot pullup jump shot,2,3904576,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,5,25,1,1,1,36,Dallas,DAL,1
61,1st Quarter,1,11,12,22,FALSE,4:54,9,133,Pullup Bank Jump Shot,11,Sabrina Ionescu misses 26-foot three point shot,0,4066533,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,4,54,1,1,1,41,New York,NY,1
63,1st Quarter,1,13,27,2,TRUE,4:43,9,112,Reverse Layup Shot,11,Betnijah Laney makes 3-foot two point shot (Sabrina Ionescu assists),2,2593770,4066533,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,4,43,1,1,1,43,New York,NY,1
65,1st Quarter,1,13,23,6,TRUE,4:30,3,120,Turnaround Hook Shot,13,Kayla Thornton makes 6-foot two point shot,2,2529622,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,4,30,1,1,1,44,Dallas,DAL,1
69,1st Quarter,1,13,25,4,TRUE,4:00,3,141,Cutting Layup Shot,15,Kayla Thornton makes layup (Arike Ogunbowale assists),2,2529622,3904577,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,4,00,1,1,1,47,Dallas,DAL,1
73,1st Quarter,1,13,4,14,FALSE,3:33,3,113,Running Jump Shot,15,Tyasha Harris misses 25-foot three point shot,0,4065760,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,3,33,1,1,1,49,Dallas,DAL,1
75,1st Quarter,1,13,17,4,FALSE,3:20,9,121,Fade Away Jump Shot,15,Sami Whitcomb misses 9-foot two point shot,0,887,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,3,20,1,1,1,51,New York,NY,1
77,1st Quarter,1,13,6,16,TRUE,3:13,3,131,Pullup Jump Shot,18,Marina Mabrey makes 25-foot three pointer (Arike Ogunbowale assists),3,3904576,3904577,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,3,13,1,1,1,53,Dallas,DAL,1
79,1st Quarter,1,15,23,2,TRUE,2:56,9,110,Driving Layup Shot,18,Natasha Howard makes driving layup (Sabrina Ionescu assists),2,2529130,4066533,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,2,56,1,1,1,54,New York,NY,1
92,1st Quarter,1,15,20,15,TRUE,2:36,3,92,Jump Shot,20,Charli Collier makes 15-foot jumper (Tyasha Harris assists),2,4398988,4065760,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,2,36,1,1,1,61,Dallas,DAL,1
94,1st Quarter,1,15,23,2,FALSE,2:17,9,110,Driving Layup Shot,20,Rebecca Allen misses driving layup,0,3102133,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,2,17,1,1,1,62,New York,NY,1
102,1st Quarter,1,15,28,9,FALSE,1:46,9,121,Fade Away Jump Shot,20,Kylee Shook misses 10-foot two point shot,0,4065849,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,1,46,1,1,1,67,New York,NY,1
104,1st Quarter,1,15,29,8,TRUE,1:34,3,130,Floating Jump Shot,22,Marina Mabrey makes 9-foot two point shot,2,3904576,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,1,34,1,1,1,69,Dallas,DAL,1
105,1st Quarter,1,17,31,20,TRUE,1:23,9,131,Pullup Jump Shot,22,Betnijah Laney makes 21-foot pullup jump shot,2,2593770,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,1,23,1,1,1,70,New York,NY,1
106,1st Quarter,1,17,27,2,FALSE,1:02,3,110,Driving Layup Shot,22,Chelsea Dungee misses driving layup,0,4068110,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,1,02,1,1,1,71,Dallas,DAL,1
115,1st Quarter,1,17,27,7,FALSE,21.1,3,114,Turnaround Jump Shot,22,Charli Collier misses 7-foot two point shot,0,4398988,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,0,21.1,1,1,1,77,Dallas,DAL,1
118,1st Quarter,1,17,32,14,FALSE,18.1,3,92,Jump Shot,22,Kayla Thornton misses 15-foot jumper,0,2529622,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,0,18.1,1,1,1,79,Dallas,DAL,1
120,1st Quarter,1,17,25,20,FALSE,5.0,9,131,Pullup Jump Shot,22,Betnijah Laney misses pullup jump shot,0,2593770,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,0,5.0,1,1,1,81,New York,NY,1
122,1st Quarter,1,17,25,8,FALSE,2.5,9,125,Layup Shot Putback,22,Kylee Shook misses two point shot,0,4065849,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,0,2.5,1,1,1,83,New York,NY,1
132,2nd Quarter,2,17,10,22,FALSE,9:46,3,92,Jump Shot,22,Arike Ogunbowale misses 26-foot three point jumper,0,3904577,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,9,46,1,1,1,88,Dallas,DAL,1
134,2nd Quarter,2,17,16,25,FALSE,9:30,9,92,Jump Shot,22,Rebecca Allen misses 26-foot three point jumper,0,3102133,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,9,30,1,1,1,90,New York,NY,1
141,2nd Quarter,2,17,7,4,FALSE,8:51,9,131,Pullup Jump Shot,22,Rebecca Allen misses 18-foot pullup jump shot,0,3102133,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,8,51,1,1,1,95,New York,NY,1
149,2nd Quarter,2,17,30,5,TRUE,8:31,3,131,Pullup Jump Shot,24,Tyasha Harris makes 7-foot pullup jump shot,2,4065760,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,8,31,1,1,1,99,Dallas,DAL,1
150,2nd Quarter,2,20,47,10,TRUE,8:16,9,132,Step Back Jump Shot,24,DiDi Richards makes 24-foot step back jumpshot (Rebecca Allen assists),3,4281253,3102133,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,8,16,1,1,1,100,New York,NY,1
155,2nd Quarter,2,20,23,5,FALSE,7:27,3,110,Driving Layup Shot,24,Arike Ogunbowale misses driving layup,0,3904577,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,7,27,1,1,1,103,Dallas,DAL,1
161,2nd Quarter,2,22,29,5,TRUE,7:05,9,95,Layup Shot,24,Kylee Shook makes layup (DiDi Richards assists),2,4065849,4281253,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,7,05,1,1,1,107,New York,NY,1
163,2nd Quarter,2,22,27,4,FALSE,6:46,3,120,Turnaround Hook Shot,24,Isabelle Harrison misses 4-foot two point shot,0,2566453,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,6,46,1,1,1,108,Dallas,DAL,1
170,2nd Quarter,2,22,19,25,FALSE,6:32,9,92,Jump Shot,25,Rebecca Allen misses 26-foot three point jumper,0,3102133,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,6,32,1,1,1,114,New York,NY,1
187,2nd Quarter,2,25,12,26,TRUE,5:58,9,92,Jump Shot,27,Sabrina Ionescu makes 29-foot three point jumper (Betnijah Laney assists),3,4066533,2593770,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,5,58,1,1,1,124,New York,NY,1
189,2nd Quarter,2,25,13,23,FALSE,5:39,3,92,Jump Shot,27,Arike Ogunbowale misses 26-foot three point jumper,0,3904577,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,5,39,1,1,1,125,Dallas,DAL,1
193,2nd Quarter,2,25,13,22,TRUE,5:18,3,92,Jump Shot,30,Marina Mabrey makes 25-foot three point jumper (Tyasha Harris assists),3,3904576,4065760,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,5,18,1,1,1,128,Dallas,DAL,1
195,2nd Quarter,2,27,28,2,TRUE,5:00,9,120,Turnaround Hook Shot,30,Betnijah Laney makes 3-foot two point shot,2,2593770,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,5,00,1,1,1,129,New York,NY,1
196,2nd Quarter,2,27,29,15,FALSE,4:40,3,131,Pullup Jump Shot,30,Tyasha Harris misses 16-foot pullup jump shot,0,4065760,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,4,40,1,1,1,130,Dallas,DAL,1
207,2nd Quarter,2,29,28,1,FALSE,4:07,3,110,Driving Layup Shot,30,Isabelle Harrison misses driving layup,0,2566453,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,4,07,1,1,1,138,Dallas,DAL,1
211,2nd Quarter,2,29,25,2,TRUE,3:50,3,109,Running Layup Shot,32,Isabelle Harrison makes two point shot (Arike Ogunbowale assists),2,2566453,3904577,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,3,50,1,1,1,141,Dallas,DAL,1
215,2nd Quarter,2,29,25,2,TRUE,3:21,3,109,Running Layup Shot,34,Isabelle Harrison makes two point shot (Marina Mabrey assists),2,2566453,3904576,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,3,21,1,1,1,143,Dallas,DAL,1
217,2nd Quarter,2,29,6,21,FALSE,3:06,9,92,Jump Shot,34,Sami Whitcomb misses 28-foot three point jumper,0,887,NA,401320588,3,Dallas,Wings,DAL,Dallas,9,New York,Liberty,NY,New York,3,06,1,1,1,144,New York,NY,1
